Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2009-09-10,2009091000,1,1,,15:00,15,3600.0,0.0,TEN,30.0,30.0,0,0,0.0,,PIT,TEN,R.Bironas kicks 67 yards from TEN 30 to PIT 3. S.Logan to PIT 42 for 39 yards (M.Griffin).,1,39,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,S.Logan,,M.Griffin,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0015063265025897,0.1797487862643072,0.0066391083784486,0.281137706070735,0.2137001434842491,0.0035923127788396,0.3136756165208305,0.0,0.0,0.3235258536112761,2.014473905391463,,,0.4856749860969135,0.5143250139030865,0.5464328397122977,0.4535671602877023,0.4856749860969135,0.0607578536153842,,,2009
2009-09-10,2009091000,1,1,1.0,14:53,15,3593.0,7.0,PIT,42.0,58.0,10,5,0.0,0.0,PIT,TEN,(14:53) B.Roethlisberger pass short left to H.Ward to PIT 47 for 5 yards (C.Hope).,1,5,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,-3,8,0,left,0,,,None,0,,,H.Ward,00-0017162,1,,,,C.Hope,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0009685734452128204,0.1085053416934763,0.0010607055130298,0.1691166977822974,0.2936997850777506,0.0036375102131143,0.4230113862751185,0.0,0.0,2.3379997590027397,0.0779071580166195,-1.0681686475721817,1.1460758055888012,0.5464328397122977,0.4535671602877023,0.5510878171614882,0.4489121828385117,0.5464328397122977,0.0046549774491905,-0.0322439869661942,0.0368989644153847,2009
2009-09-10,2009091000,1,1,2.0,14:16,15,3556.0,37.0,PIT,47.0,53.0,5,2,0.0,0.0,PIT,TEN,(14:16) W.Parker right end to PIT 44 for -3 yards (S.Tulloch).,1,-3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,W.Parker,00-0022250,1,right,end,,None,0,,,,S.Tulloch,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0010572152962679,0.1051062305769131,0.000980799652992255,0.1627467717750299,0.3048045303164003,0.0038260294289368,0.4214784229534596,0.0,0.0,2.415906917019359,-1.4027598314188183,,,0.5510878171614882,0.4489121828385117,0.5107930906986009,0.4892069093013991,0.5510878171614882,-0.0402947264628873,,,2009
2009-09-10,2009091000,1,1,3.0,13:35,14,3515.0,41.0,PIT,44.0,56.0,8,2,0.0,0.0,PIT,TEN,(13:35) (Shotgun) B.Roethlisberger pass incomplete deep right to M.Wallace. COVERAGE BY #24 HOPE,1,0,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Incomplete Pass,Deep,34,0,0,right,0,,,None,0,,,M.Wallace,00-0026901,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0014338646477691,0.1490882801763333,0.0019439625133838,0.2348008455660307,0.2893358830464597,0.0047764054742037,0.3186207585758195,0.0,0.0,1.0131470856005402,-1.7125834938947782,3.3188410883517703,-5.031424582246548,0.5107930906986009,0.4892069093013991,0.4612171140114365,0.5387828859885635,0.5107930906986009,-0.0495759766871644,0.1066625552993268,-0.1562385319864913,2009
2009-09-10,2009091000,1,1,4.0,13:27,14,3507.0,8.0,PIT,44.0,56.0,8,2,0.0,1.0,PIT,TEN,"(13:27) (Punt formation) D.Sepulveda punts 54 yards to TEN 2, Center-G.Warren, downed by PIT-K.Lewis.",1,0,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0018613013280199,0.2134795551873399,0.0032786853396274,0.3222621266767354,0.2446034473013062,0.0064040032777064,0.2081108808892647,0.0,0.0,-0.6994364082942379,2.097795973997438,,,0.4612171140114365,0.5387828859885635,0.5589294012224711,0.4410705987775288,0.4612171140114365,0.0977122872110346,,,2009
2009-09-10,2009091000,2,1,1.0,13:16,14,3496.0,11.0,TEN,2.0,98.0,10,0,0.0,0.0,TEN,PIT,"(13:16) C.Johnson up the middle to TEN 2 for no gain (B.Keisel, J.Farrior).",1,0,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Johnson,00-0026164,1,middle,,,None,0,,,,B.Keisel,J.Farrior,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0029440845224088,0.2369178283562433,0.0259227988781177,0.3700736669556973,0.1446849491573875,0.0030992733143065,0.2163573988158386,0.0,0.0,-1.3983595657032002,-0.6963021337954107,,,0.5589294012224711,0.4410705987775288,0.5784532294322996,0.4215467705677004,0.4410705987775288,-0.0195238282098284,,,2009
2009-09-10,2009091000,2,1,2.0,12:40,13,3460.0,36.0,TEN,2.0,98.0,10,4,0.0,0.0,TEN,PIT,(12:40) K.Collins pass short left to A.Hall to TEN 6 for 4 yards (T.Polamalu).,1,4,0,0,,,,0,0,,Pass,K.Collins,00-0003292,1,Complete,Short,3,1,0,left,0,,,None,0,,,A.Hall,00-0024489,1,,,,T.Polamalu,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0032826412039021,0.2640217760637355,0.0241315884397959,0.4093966199320943,0.1165510817017873,0.0033048297238613,0.1793114629348232,0.0,0.0,-2.094661699498611,-0.1791493790923768,-0.3430848653093639,0.163935486216987,0.5784532294322996,0.4215467705677004,0.5828805133034717,0.4171194866965283,0.4215467705677004,-0.004427283871172,-0.010456104535247,0.0060288206640749,2009
2009-09-10,2009091000,2,1,3.0,12:11,13,3431.0,29.0,TEN,6.0,94.0,6,2,0.0,0.0,TEN,PIT,(12:11) (Shotgun) C.Johnson left end to TEN 4 for -2 yards (T.Polamalu).,1,-2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Johnson,00-0026164,1,left,end,,None,0,,,,T.Polamalu,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0032442996847438,0.282790725691484,0.0185068172047473,0.4209304841942657,0.0867774460586902,0.0032991612171463,0.1844510659489223,0.0,0.0,-2.273811078590988,-1.119477208411666,,,0.5828805133034717,0.4171194866965283,0.617543685977305,0.382456314022695,0.4171194866965283,-0.0346631726738333,,,2009
2009-09-10,2009091000,2,1,4.0,11:34,12,3394.0,37.0,TEN,4.0,96.0,8,2,0.0,1.0,TEN,PIT,"(11:34) (Punt formation) C.Hentrich punts 50 yards to PIT 46, Center-K.Amato. S.Logan to TEN 43 for 11 yards (M.Griffin).",1,11,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,S.Logan,,M.Griffin,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0030227776058156,0.3372997279861532,0.0134298700162289,0.4834022888842753,0.0236409033986609,0.0032134151559707,0.1359910169528953,0.0,0.0,-3.3932882870026537,-0.0213126223616981,,,0.617543685977305,0.382456314022695,0.5914892015469919,0.4085107984530081,0.382456314022695,0.0260544844303131,,,2009
2009-09-10,2009091000,3,1,1.0,11:24,12,3384.0,10.0,TEN,43.0,43.0,10,3,0.0,0.0,PIT,TEN,(11:24) B.Roethlisberger pass short right to M.Wallace to TEN 40 for 3 yards (W.Hayes).,1,3,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,-2,5,0,right,0,,,None,0,,,M.Wallace,00-0026901,1,,,,W.Hayes,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0014944754984538,0.0699653841627613,0.0002754975107093915,0.1079506316980937,0.3362065867489843,0.0033338504306445,0.4807735739503527,0.0,0.0,3.414600909364352,-0.2152925258472589,-0.7568943841299216,0.5416018582826627,0.5914892015469919,0.4085107984530081,0.5854050485525447,0.4145949514474553,0.5914892015469919,-0.0060841529944472,-0.0245258002571672,0.01844164726272,2009
2009-09-10,2009091000,3,1,2.0,10:48,11,3348.0,36.0,TEN,40.0,40.0,7,13,0.0,1.0,PIT,TEN,(10:48) B.Roethlisberger pass short left to S.Holmes to TEN 30 for 10 yards (M.Griffin).,1,10,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,-1,11,0,left,0,,,None,0,,,S.Holmes,00-0024240,1,,,,M.Griffin,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,TEN,0,None,3,3,3,3,3,0.0017151291121032,0.0732012270920569,0.0003848333416936944,0.1136012086816515,0.3613223309595552,0.0035007392642057,0.4462745315487336,0.0,0.0,3.199308383517093,0.8624226667669506,-0.9450358993161964,1.807458566083147,0.5854050485525447,0.4145949514474553,0.6151587923927828,0.3848412076072172,0.5854050485525447,0.0297537438402381,-0.0301571831826653,0.0599109270229034,2009
